species,kingdom,phylum,class,order,family,genus,main_common_name,population_trend,marine_system,freshwater_system,terrestrial_system,state,
Mycteroperca interstitialis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Mycteroperca,Yellowmouth Grouper,Decreasing,TRUE,FALSE,FALSE,alabama,
Mycteroperca interstitialis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Mycteroperca,Yellowmouth Grouper,Decreasing,TRUE,FALSE,FALSE,texas,
Mycteroperca jordani,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Mycteroperca,Gulf Grouper,Decreasing,TRUE,FALSE,FALSE,NA,not in US
Narcine bancroftii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,Caribbean Numbfish,Stable,TRUE,FALSE,FALSE,north carolina,
Narcine bancroftii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,Caribbean Numbfish,Stable,TRUE,FALSE,FALSE,south carolina,
Narcine bancroftii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,Caribbean Numbfish,Stable,TRUE,FALSE,FALSE,georgia,
Narcine bancroftii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,Caribbean Numbfish,Stable,TRUE,FALSE,FALSE,florida,
Narcine bancroftii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,Caribbean Numbfish,Stable,TRUE,FALSE,FALSE,alabama,
Narcine bancroftii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,Caribbean Numbfish,Stable,TRUE,FALSE,FALSE,mississippi,
Narcine bancroftii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,Caribbean Numbfish,Stable,TRUE,FALSE,FALSE,Louisiana,
Narcine bancroftii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,Caribbean Numbfish,Stable,TRUE,FALSE,FALSE,texas,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,maine,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,new hampshire,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,massachusetts,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,rhode island,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,connecticut,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,new york,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,new jersey,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,delaware,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,maryland,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,virginia,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,north carolina,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,south carolina,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,georgia,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,florida,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,alabama,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,mississippi,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,Louisiana,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,washington,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,oregon,
Nematostella vectensis,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINARIA,EDWARDSIIDAE,Nematostella,Starlet Sea Anemone,NA,TRUE,FALSE,FALSE,california,
Numenius madagascariensis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,Far Eastern Curlew,Decreasing,TRUE,TRUE,TRUE,NA,not in US
Odontaspis ferox,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,Smalltooth Sand Tiger,Decreasing,TRUE,FALSE,FALSE,alabama,
Odontaspis ferox,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,Smalltooth Sand Tiger,Decreasing,TRUE,FALSE,FALSE,california,
Odontaspis ferox,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,Smalltooth Sand Tiger,Decreasing,TRUE,FALSE,FALSE,florida,
Odontaspis ferox,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,Smalltooth Sand Tiger,Decreasing,TRUE,FALSE,FALSE,georgia,
Odontaspis ferox,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,Smalltooth Sand Tiger,Decreasing,TRUE,FALSE,FALSE,hawaii,
Odontaspis ferox,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,Smalltooth Sand Tiger,Decreasing,TRUE,FALSE,FALSE,north carolina,
Odontaspis ferox,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,Smalltooth Sand Tiger,Decreasing,TRUE,FALSE,FALSE,south carolina,
Porites pukoensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,NA,Unknown,TRUE,FALSE,FALSE,hawaii,
Pterodroma cahow,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,Bermuda Petrel,Increasing,TRUE,FALSE,TRUE,north carolina,
Pterodroma cahow,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,Bermuda Petrel,Increasing,TRUE,FALSE,TRUE,virginia,
Pterodroma cahow,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,Bermuda Petrel,Increasing,TRUE,FALSE,TRUE,massachusetts,
Pterodroma cervicalis,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,White-necked Petrel,Increasing,TRUE,FALSE,TRUE,hawaii,
Pterodroma cookii,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,Cook's Petrel,Increasing,TRUE,FALSE,TRUE,california,
Pterodroma cookii,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,Cook's Petrel,Increasing,TRUE,FALSE,TRUE,oregon,
Pterodroma cookii,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,Cook's Petrel,Increasing,TRUE,FALSE,TRUE,hawaii,
Pterodroma longirostris,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,Stejneger's Petrel,Decreasing,TRUE,FALSE,TRUE,hawaii,
Pterodroma solandri,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,Providence Petrel,Increasing,TRUE,FALSE,TRUE,hawaii,
Python bivittatus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PYTHONIDAE,Python,Burmese Python,Decreasing,FALSE,FALSE,TRUE,NA,not in US
Rhomboplites aurorubens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Rhomboplites,Vermilion Snapper,Decreasing,TRUE,FALSE,FALSE,north carolina,
Rhomboplites aurorubens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Rhomboplites,Vermilion Snapper,Decreasing,TRUE,FALSE,FALSE,south carolina,
Rhomboplites aurorubens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Rhomboplites,Vermilion Snapper,Decreasing,TRUE,FALSE,FALSE,georgia,
Rhomboplites aurorubens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Rhomboplites,Vermilion Snapper,Decreasing,TRUE,FALSE,FALSE,florida,
Rhomboplites aurorubens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Rhomboplites,Vermilion Snapper,Decreasing,TRUE,FALSE,FALSE,alabama,
Rhomboplites aurorubens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Rhomboplites,Vermilion Snapper,Decreasing,TRUE,FALSE,FALSE,mississippi,
Rhomboplites aurorubens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Rhomboplites,Vermilion Snapper,Decreasing,TRUE,FALSE,FALSE,Louisiana,
Rhomboplites aurorubens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Rhomboplites,Vermilion Snapper,Decreasing,TRUE,FALSE,FALSE,texas,
Scomberomorus concolor,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Scomberomorus,Monterrey Spanish Mackerel,Decreasing,TRUE,FALSE,FALSE,california,
Sebastes fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Redfish,NA,TRUE,FALSE,FALSE,maine,
Sebastes fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Redfish,NA,TRUE,FALSE,FALSE,new hampshire,
Sebastes fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Redfish,NA,TRUE,FALSE,FALSE,massachusetts,
Sebastes fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Redfish,NA,TRUE,FALSE,FALSE,rhode island,
Sebastes fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Redfish,NA,TRUE,FALSE,FALSE,connecticut,
Sebastes fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Redfish,NA,TRUE,FALSE,FALSE,new york,
Sebastes paucispinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Bocaccio Rockfish,NA,TRUE,FALSE,FALSE,california,
Sebastes paucispinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Bocaccio Rockfish,NA,TRUE,FALSE,FALSE,oregon,
Sebastes paucispinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Bocaccio Rockfish,NA,TRUE,FALSE,FALSE,washington,
Sebastes paucispinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,Bocaccio Rockfish,NA,TRUE,FALSE,FALSE,alaska,
Sebastolobus alascanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Sebastolobus,Shortspine Thornyhead,NA,TRUE,FALSE,FALSE,california,
Sebastolobus alascanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Sebastolobus,Shortspine Thornyhead,NA,TRUE,FALSE,FALSE,oregon,
Sebastolobus alascanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Sebastolobus,Shortspine Thornyhead,NA,TRUE,FALSE,FALSE,washington,
Sebastolobus alascanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Sebastolobus,Shortspine Thornyhead,NA,TRUE,FALSE,FALSE,alaska,
Semicossyphus pulcher,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Semicossyphus,California Sheephead,Decreasing,TRUE,FALSE,FALSE,california,
Spheniscus humboldti,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,Humboldt Penguin,Decreasing,TRUE,FALSE,TRUE,NA,not in US
Spizella wortheni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Spizella,Worthen's Sparrow,Decreasing,FALSE,FALSE,TRUE,NA,not in US
Stichopus herrmanni,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,Curryfish,Decreasing,TRUE,FALSE,FALSE,hawaii,
Synthliboramphus hypoleucus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Synthliboramphus,Guadalupe Murrelet,Decreasing,TRUE,FALSE,TRUE,california,
Synthliboramphus hypoleucus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Synthliboramphus,Guadalupe Murrelet,Decreasing,TRUE,FALSE,TRUE,oregon,
Synthliboramphus hypoleucus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Synthliboramphus,Guadalupe Murrelet,Decreasing,TRUE,FALSE,TRUE,washington,
Thalassarche chlororhynchos,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,Atlantic Yellow-nosed Albatross,Decreasing,TRUE,FALSE,TRUE,NA,not in US
Theliderma tuberosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Theliderma,NA,NA,FALSE,TRUE,FALSE,kentucky,
Theliderma tuberosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Theliderma,NA,NA,FALSE,TRUE,FALSE,tennessee,
Thunnus orientalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Thunnus,Pacific Bluefin Tuna,Decreasing,TRUE,FALSE,FALSE,hawaii,
Thunnus orientalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Thunnus,Pacific Bluefin Tuna,Decreasing,TRUE,FALSE,FALSE,california,
Thunnus orientalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Thunnus,Pacific Bluefin Tuna,Decreasing,TRUE,FALSE,FALSE,oregon,
Thunnus orientalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Thunnus,Pacific Bluefin Tuna,Decreasing,TRUE,FALSE,FALSE,washington,
Thunnus orientalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Thunnus,Pacific Bluefin Tuna,Decreasing,TRUE,FALSE,FALSE,alaska,
Tridacna gigas,ANIMALIA,MOLLUSCA,BIVALVIA,CARDIIDA,CARDIIDAE,Tridacna,Giant Clam,NA,TRUE,FALSE,FALSE,NA,not native
Aspidoscelis gypsi,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,Little Striped Whiptail,Decreasing,FALSE,FALSE,TRUE,arizona,
Aspidoscelis gypsi,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,Little Striped Whiptail,Decreasing,FALSE,FALSE,TRUE,new mex,
Aspidoscelis gypsi,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,Little Striped Whiptail,Decreasing,FALSE,FALSE,TRUE,texas,
Bidens sandvicensis,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Ko‘okolau,Decreasing,FALSE,FALSE,TRUE,hawaii,
Labordia tinifolia,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Loganiaceae,Geniostoma,NA,NA,FALSE,FALSE,TRUE,hawaii,
Lampsilis reeviana,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Lampsilis,NA,NA,FALSE,TRUE,FALSE,arkansas,
Lampsilis reeviana,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Lampsilis,NA,NA,FALSE,TRUE,FALSE,missouri,
